port_pair,n_vys,n_imo,aby_vys,aby_flt,aby_gt_nm,aby_dwt_nm,tps_gt_nm,tps_dwt_nm,avd_vys,avd_flt,avd_gt_nm,avd_dwt_nm,ene_tj,co2_t
Vemmelev - Holbaek,1,1,1994,1994,1994,1994,403037,517763,157,157,157,157,0,9
Kolding - Masnedsund,3,3,1997,1997,1996,1996,1502111,2014546,148,210,219,213,1,44
Hanstholm - Skagen,58,31,2002,2000,2009,2009,89890058,104736094,264,595,496,445,69,5160
Esbjerg - Hirtshals,18,10,1996,2000,2005,2006,23937809,22284623,251,469,455,466,14,1052
Koege - Skagen,6,6,2006,2006,2007,2007,3152549,4716470,180,180,179,179,1,80
Skagen - Esbjerg,21,19,2005,2006,2009,2009,48768680,67403336,259,440,309,303,22,1682
Esbjerg - Blavand,9,4,2013,2012,2010,2010,18246405,12519631,284,737,479,484,8,606
Thyboron - Hirtshals,76,20,1982,1988,1994,1993,35948754,33284985,285,704,551,468,47,3527
Esbjerg - Assens,3,2,2002,2005,1997,1997,7769066,4979317,929,4123,5332,5360,23,1693
Fredericia - Skagen,34,30,2004,2004,2005,2005,164648463,248975103,188,226,217,216,77,5744
Aarhus - Skagen,42,35,2006,2006,2008,2009,100053399,136567873,155,179,166,167,31,2297
Hirtshals - Hanstholm,67,22,1989,1992,1999,1999,25875468,21400359,142,563,406,290,30,2280
Thyboron - Thyboron,54,12,1985,1987,1989,1990,35834325,37423935,141,1149,330,314,60,4539
Gedser - Dragoer,2,2,1956,1956,1994,1999,123272,179563,109,109,124,127,0,33
Helsingor - Grenaa,2,2,1992,1992,1990,1990,1959964,812686,2328,2328,1803,1722,3,249
Gilleleje - Frederiksvaerk,1,1,2007,2007,2007,2007,9662371,10624720,1944,1944,1944,1944,2,165
Skagen - Stigsnaes Inter Terminal,7,7,2011,2011,2011,2011,71385380,126674432,186,266,270,267,12,919
Randers - Lindoe,2,2,1978,1978,1973,1979,560513,523061,1538,1538,260,181,3,214
Grenaa - Skagen,27,21,1993,1993,2012,2012,68883448,75312570,128,522,398,277,42,3137
Skagen - Ebeltoft,1,1,1931,1931,1931,1931,22514,33610,107,107,107,107,0,5
Ebeltoft - Ballen,1,1,1931,1931,1931,1931,7227,10789,34,34,34,34,0,1
Ballen - Korsor,3,3,1977,1977,1999,1999,674258,797153,171,168,193,174,1,41
Korsor - Nakskov,3,3,1970,1970,1985,1982,112426,122275,43,76,51,42,0,31
Stege - Roenne,1,1,1931,1931,1931,1931,23136,34540,110,110,110,110,0,9
Roenne - Gedser,1,1,1931,1931,1931,1931,30595,45675,145,145,145,145,0,9
Saby - Hundested,1,1,1931,1931,1931,1931,18342,27382,87,87,87,87,0,8
Hundested - Tuno,1,1,1931,1931,1931,1931,9136,13640,43,43,43,43,0,2
Tuno - Middelfart,1,1,1931,1931,1931,1931,13367,19955,63,63,63,63,0,7
Middelfart - Marstal,1,1,1931,1931,1931,1931,16996,25373,81,81,81,81,0,7
Middelfart - Grenaa,2,2,1926,1926,1926,1926,58474,95046,183,183,170,174,0,13
Faaborg Havn - Sonderborg,3,3,1946,1946,1984,1984,305703,177796,109,169,215,209,1,78
Randers - Frederikshavn,3,3,1993,1993,1986,1985,1198452,1646920,76,119,139,140,0,29
Koege - Roenne,718,13,2008,1991,2009,2010,1287352975,324364689,92,107,118,118,355,26641
