int_arr_port,n_vys,n_imo,aby_vys,aby_flt,aby_gt_nm,aby_dwt_nm,tps_gt_nm,tps_dwt_nm,avd_vys,avd_flt,avd_gt_nm,avd_dwt_nm,ene_tj,co2_t
Ashdod,1688,595,2000,2003,2007,2008,54724482761,63300584542,386,1296,1375,1462,7450,575239
Haifa,2494,710,2000,2002,2007,2007,74607793265,83897638551,589,1246,1660,1664,10692,824858
Ashkelon,97,51,2008,2008,2011,2011,12318098506,23382581321,803,2333,3096,3242,1052,81399
Hadera,42,37,2010,2010,2010,2011,12569610885,19964330916,5087,4212,4265,4009,1079,76243
Eilat,264,193,2005,2006,2004,2005,19067956753,15371911491,1164,1735,2068,1457,1837,137741
Caesarea,29,11,2008,2007,2006,2006,1030105350,1983568083,193,997,2426,2815,84,6427
Akko,18,18,2006,2006,2009,2009,1243277164,1446262704,808,1280,2112,1889,164,12707
Binyamina-Giv'At Ada,17,5,2009,2003,1994,1991,114531436,159700353,179,1043,449,629,21,1587
Ofra,1,1,2012,2012,2012,2012,24234567,42830987,763,763,763,763,2,172
Karmei Yosef,1,1,2013,2013,2013,2013,161363,92374,927,927,927,927,1,66
Acre,1,1,2000,2000,2000,2000,107373564,172916033,4621,4621,4621,4621,17,1332
Herziliyya,1,1,2010,2010,2010,2010,261026364,474240287,5097,5097,5097,5097,23,1804
Magshimim,1,1,2007,2007,2007,2007,10664002,16878935,360,360,360,360,3,255
Gush Halav,7,2,1987,1986,1988,1988,160297782,43819876,1091,1074,1779,1774,25,1921
Tel Aviv-Yafo,2,2,2008,2008,2010,2010,298787802,542937519,3254,3254,3994,4122,26,2048
Tiberias,1,1,1993,1993,1993,1993,1826820,2314072,100,100,100,100,1,64
Kfar Vitkin,2,2,2008,2008,2007,2008,718800539,794166021,4733,4733,4960,4661,85,6576
