port_pair,n_vys,n_imo,aby_vys,aby_flt,aby_gt_nm,aby_dwt_nm,tps_gt_nm,tps_dwt_nm,avd_vys,avd_flt,avd_gt_nm,avd_dwt_nm,ene_tj,co2_t
Ashdod - Haifa,821,195,2003,2003,2004,2004,2297833137,2501652745,88,136,105,107,813,62227
Hadera - Ashkelon,7,7,2010,2010,2007,2007,198640159,392861269,106,607,359,364,26,1999
Ashdod - Binyamina-Giv'At Ada,3,2,2005,1998,2010,2006,3032776,3328369,159,202,223,211,2,151
Ashdod - Caesarea,2,1,2017,2017,2017,2017,713795,674429,70,70,70,70,1,41
Haifa - Haifa,8,3,2008,2009,2008,2008,22580688,28368628,454,477,500,496,12,894
Caesarea - Haifa,10,6,2001,1998,2003,2003,136697592,96080932,575,735,718,602,24,1798
Ashdod - Ashkelon,3,3,2007,2007,2009,2010,5395647,8644540,66,624,70,65,9,647
Haifa - Binyamina-Giv'At Ada,6,5,1998,1996,2008,2009,20864060,20983131,414,484,433,415,13,968
Binyamina-Giv'At Ada - Caesarea,1,1,1984,1984,1984,1984,111368,55989,51,51,51,51,0,14
Haifa - Hadera,1,1,1999,1999,1999,1999,73564494,60279352,8340,8340,8340,8340,18,1375
Hadera - Ashdod,4,4,2006,2006,2009,2012,38780897,58082995,747,2304,365,303,34,2585
Haifa - Akko,8,8,2002,2002,1998,2002,23522519,30064569,60,107,85,82,24,1873
Herziliyya - Hadera,1,1,2010,2010,2010,2010,3835236,6967968,75,75,75,75,1,103
Caesarea - Hadera,3,2,2009,2011,2005,2005,230146840,459650076,426,641,1004,1015,16,1227
Ashdod - Ashdod,22,5,2003,2005,2004,2004,82500196,102560474,348,345,346,345,50,3812
Ashdod - Akko,8,6,2005,2005,2006,2006,40464960,53158315,116,146,136,138,10,775
Ashkelon - Haifa,13,6,2002,1996,2006,2005,24149340,36946566,107,179,196,198,22,1666
Eilat - Eilat,2,1,2009,2009,2009,2009,20562530,20518489,612,612,612,612,5,376
Ashdod - Eilat,1,1,2018,2018,2018,2018,23076047,2636948,551,551,551,551,4,289
Tel Aviv-Yafo - Haifa,1,1,2007,2007,2007,2007,8967253,14281704,372,372,372,372,1,91
Haifa - Acre,1,1,1972,1972,1972,1972,35209,47238,63,63,63,63,0,27
Kfar Vitkin - Hadera,3,3,2012,2012,2013,2013,54278001,102918140,321,267,279,280,9,707
Tel Aviv-Yafo - Kfar Vitkin,1,1,2010,2010,2010,2010,5967691,10984026,118,118,118,118,1,71
Ashkelon - Kfar Vitkin,1,1,2015,2015,2015,2015,25351264,49570429,273,273,273,273,2,188
Eilat - Haifa,1,1,2013,2013,2013,2013,45315639,4978085,636,636,636,636,10,755
Ashkelon - Caesarea,1,1,2005,2005,2005,2005,27755164,55470638,298,298,298,298,2,189
Ashdod - Kfar Vitkin,1,1,1985,1985,1985,1985,243054,334642,55,55,55,55,0,3
Akko - Ashkelon,1,1,2004,2004,2004,2004,2173231,3431773,86,86,86,86,3,220
