int_dep_port,n_vys,n_imo,aby_vys,aby_flt,aby_gt_nm,aby_dwt_nm,tps_gt_nm,tps_dwt_nm,avd_vys,avd_flt,avd_gt_nm,avd_dwt_nm,ene_tj,co2_t
Tacoma,714,325,2005,2006,2009,2009,94533733537,106088286201,215,2895,2518,2739,9587,738919
Mobile,391,257,2007,2008,2010,2011,48398593687,77160275339,1446,3821,3658,3816,5061,389907
Alabama Pt.,162,137,2006,2006,2009,2009,23398026675,36749836949,1525,3329,3789,3945,2272,175177
Port Aransas,101,93,2008,2009,2013,2014,19667825305,36030560811,1751,3146,5262,5458,1651,127258
Martinez,113,91,2010,2010,2010,2010,16961736237,31153665453,3379,3007,3419,3469,1784,137496
Long Beach,1085,639,2009,2009,2011,2011,303480546606,441984259421,3300,4255,4290,5100,25035,1933773
Thenard,232,99,2007,2007,2007,2007,48374942050,48767139785,5334,3708,4225,3876,4933,381401
Pasadena,1186,831,2009,2009,2011,2011,111205077852,161240782798,2212,3476,3685,3651,14710,1134277
Erie,12,11,1988,1990,1989,1991,28981721,43810923,223,236,188,182,18,1319
Lake Charles,451,360,2008,2008,2009,2009,29435950219,49427445448,1714,2637,2288,2272,4125,317875
Atreco,84,78,2009,2009,2010,2009,9296472574,15188566239,1906,3047,2927,2789,1035,79578
Baytown,931,490,2008,2008,2010,2009,106842395819,138663249995,1777,3142,3136,3131,13057,992319
Port Allen,157,138,2009,2009,2011,2011,16098378712,28225817026,2065,3112,3375,3426,1886,145299
"Webster, Harris",89,64,2007,2008,2009,2009,8494538042,14372321484,1071,3883,4189,4143,1166,89931
San Francisco,186,151,2007,2008,2009,2009,32731924723,30405247260,3388,3637,3567,3546,3156,243024
Point San Pablo,58,51,2010,2009,2010,2010,7945054171,12675903585,2702,3782,3721,3618,860,66324
Beaumont,302,229,2008,2009,2008,2009,17717796618,27457956117,1125,2418,2150,2127,2507,193089
Tiburon,3,3,1999,1999,2009,2009,144332445,246336626,2455,1819,2526,2525,21,1614
Port Sulphur,406,371,2010,2010,2010,2010,45665156014,74840481471,2279,3628,3754,4061,4843,373201
Texas City,355,306,2009,2009,2011,2011,38528733004,67917497161,2064,3196,3420,3452,4638,357852
De Tour Village,56,41,1988,1987,1991,1991,115762250,185300421,42,127,123,113,19,1429
Duluth Superior,27,23,1990,1991,1989,1988,412000403,694487179,849,711,668,656,52,3913
Duluth,121,53,1986,1987,1986,1986,1657791123,2538179722,830,672,707,699,240,18019
Drummond Island,81,64,1990,1993,1995,1995,330703583,516073205,231,258,237,230,46,3467
Boston,290,135,2005,2005,2007,2008,27878264539,16352325218,724,3810,2286,1892,2895,214926
Aberdeen,78,63,2008,2008,2009,2012,13155342831,10649434766,4417,4255,4247,4592,918,70912
Dutch Harbor,221,127,1992,1988,1999,2000,13383723811,14759386084,2623,3021,2721,2752,2608,200049
Cheboygan,32,6,1985,1985,2000,1999,7842605,9756270,211,218,245,244,21,1584
Rouge River,424,113,1982,1984,1984,1983,1847870324,3105112567,279,269,272,274,285,21416
Calcite,28,15,1970,1970,1979,1976,35998722,59628302,77,131,119,114,8,589
Sandusky,102,26,1979,1984,1979,1979,375779651,552370693,195,244,207,206,54,4059
Green Bay,24,14,1982,1981,1992,1988,64014515,103895073,381,388,339,321,22,1634
Toledo,152,75,1986,1993,1989,1989,559387135,859193907,221,287,239,241,101,7547
Alpena,26,10,1970,1983,1977,1982,41106776,60285566,130,214,217,260,9,693
Charleston,622,275,2006,2007,2011,2011,262897042977,258647862625,3810,4629,5565,6166,23195,1791702
Waggaman,360,207,2006,2007,2007,2007,49778601688,63550797104,1563,3226,3331,3350,5844,450398
Houston,1336,770,2009,2009,2011,2010,186174570454,275558696945,2064,4114,4189,3976,21708,1675155
Freeport,515,308,2007,2009,2011,2011,67564356798,89533721129,1640,4610,4222,4167,8028,619407
Rivergate,170,148,2009,2010,2009,2011,30470588097,33086379016,4968,4610,4741,4922,2226,171995
Oakland,706,244,2009,2009,2010,2010,286919870177,312590543763,5425,4892,5094,5069,29142,2252920
Treasure Island,304,108,2008,2008,2009,2009,121256545425,126065895069,4743,4476,4910,4984,11248,869417
Norfolk,651,423,2008,2008,2009,2009,181350551511,235334922783,3605,4253,5046,5045,19025,1468705
Hampton Roads Pt,175,155,2009,2009,2010,2010,18808830713,27734773439,3428,3378,4053,3995,2144,162103
Wilmington,397,191,2003,2005,2005,2006,31365810785,33675986294,2119,3242,3069,3004,4451,342079
Corpus Christi,708,521,2009,2009,2010,2010,80818427504,141759182493,1838,3318,3460,3533,9084,701175
Bolivar,277,246,2008,2008,2009,2009,16517661903,25801856892,870,2269,2143,2090,2667,205016
Port Neches,352,276,2010,2009,2011,2011,85612130840,129899273277,4724,4855,4957,4575,8781,677795
Prescott,174,153,2011,2011,2011,2011,30105544345,55271326520,4758,4547,4725,4746,2366,182874
Coronado,180,85,2006,2004,2009,2012,13108108879,8639997401,1451,2555,1667,2837,2245,173330
Manchester,20,20,2000,2000,2009,2010,2991933020,3765060367,3214,4027,3385,3632,339,26080
Berwick,6,6,1986,1986,1995,1993,7348501,10970710,1559,2454,1875,2443,19,1460
Savannah,771,380,2008,2008,2009,2009,195851906970,207199834170,3819,4029,4852,4604,19732,1519695
Meraux,592,437,2008,2009,2010,2011,62117076745,85229084946,1725,3503,2434,3641,8167,628224
Tybee Island,31,30,2009,2009,2014,2014,3858504917,4182215517,412,1861,2269,2031,328,25318
Longview,266,213,2010,2010,2010,2010,38689985826,68540164473,4949,4784,4836,4887,3349,258602
North Beach,43,27,2012,2011,2014,2014,33054982723,24649920161,6684,6470,7699,7621,3400,205227
Good Hope,217,205,2008,2008,2010,2010,23368587191,40768150170,2284,3201,3170,3147,2780,213989
Bellingham,158,59,1982,1993,2012,2012,2960840024,4548618376,81,1270,2093,2015,479,36655
Selby,44,41,2010,2010,2011,2011,5119097374,9122021468,2094,2655,2992,3036,556,42831
Miami Beach,1808,239,2004,2004,2007,2006,94516278653,48796361340,736,1198,794,1154,16044,1238220
Chester,53,28,2001,2000,2007,2007,2126318497,2809718340,1610,1973,2227,2178,380,29058
Southport,17,17,2004,2004,2005,2006,1089553824,1418148584,3818,3207,2380,2447,154,11846
Marcus Hook,236,177,2009,2008,2011,2010,26197309901,39110586674,2183,2356,2654,2465,2944,218083
New York,293,192,2008,2008,2013,2013,63339452010,64808980432,1580,3183,3589,4778,5494,422927
Brusly,66,62,2011,2012,2012,2012,5578886756,9565187412,1728,2967,2984,3020,608,46791
Galveston,688,323,2007,2008,2007,2008,56144242575,41836193386,855,2633,1270,2197,8953,682068
Port Everglades,2122,302,2005,2005,2007,2006,98724272106,52738729366,874,1596,1015,1456,15607,1203807
Baltimore,553,339,2007,2009,2009,2011,108789033281,131072582721,3537,4070,3597,4730,8584,660115
Los Angeles,494,283,2007,2007,2010,2010,94090434261,104656847957,2149,3580,3279,3714,9576,738771
Fourchon,369,313,2003,2005,2010,2010,2361973959,2984411123,1133,2683,2618,2816,2369,177620
Taft,462,405,2009,2010,2010,2010,58499907127,103183556534,2382,3836,3997,4051,5795,446779
Brooklyn,183,90,2003,2001,2005,2007,11186371103,8010125205,1332,2360,2415,2240,2446,186975
Port Arthur,372,333,2009,2009,2010,2010,37006718738,61470335667,3374,3447,3243,3185,4782,368800
Perth Amboy,71,63,2008,2008,2010,2010,5604028405,9390173652,2890,2840,3164,3181,704,54022
Carteret,100,93,2008,2008,2010,2010,7913131348,13348784349,3184,2654,2793,2813,975,74699
Juneau,28,24,1996,1998,2004,2010,747126776,392920918,834,816,894,1003,163,12257
River Ridge,197,196,2010,2010,2011,2011,22628544492,38963415006,2930,3741,3956,4006,2410,185525
St Rose,460,389,2010,2010,2011,2011,46612494106,80403804267,2144,3602,3791,3848,5364,412986
Quincy,24,22,2003,2003,2009,2009,904701794,1530142001,1546,1563,1897,1916,113,8671
Akutan,34,32,1992,1990,1996,1997,945570549,1023405785,965,3942,5063,4404,391,29807
Vancouver,197,178,2009,2010,2011,2011,25350450295,44197695353,4503,4201,4353,4485,2250,173514
Seattle,729,322,1997,2000,2010,2010,116036044698,134694950530,211,2602,3242,3442,10471,807216
Amelia,51,31,1988,1988,1994,1997,30371707,25381367,1100,1542,1375,1606,91,6846
Brunswick,100,87,2008,2008,2008,2008,14291822327,7572527321,2348,3156,3103,3357,971,74872
Charleston Heights,186,104,2004,2003,2006,2005,21082685316,23121133959,1508,2245,2864,2712,2582,198837
Olympia,21,17,2004,2004,2007,2007,1952333272,3128966980,5084,4657,5265,5256,196,15084
Stockton,120,98,2010,2009,2010,2010,12376664658,21264877187,4444,3378,3669,3763,1217,93592
Sabine Pass,231,119,2014,2012,2014,2014,179284955851,147506984183,5905,7019,7652,7561,18957,1151547
Newport News,324,276,2011,2011,2011,2011,72797692177,136113943690,3721,4622,5171,5244,5334,412010
Romeville,379,351,2010,2010,2011,2011,66223087617,118162281054,4796,4753,4857,4889,6092,469378
Edgemere,32,32,2011,2011,2013,2013,2744713577,4521688711,3593,3569,3656,3643,307,23624
Somerset,14,7,1989,2002,1996,1996,123672319,113805394,2771,6306,2015,2054,36,2702
Anacortes,183,83,2003,2001,2012,2012,6640918973,11279722139,82,2285,2536,2659,880,67420
Puget Sound,5,5,1994,1994,2009,2009,6903521,5830760,171,2668,3546,3465,18,1335
Newark,526,260,2005,2006,2009,2009,175279747759,150400002368,3565,4560,5661,5887,15673,1209640
Kihei,32,18,2003,2001,2004,2008,4075199159,956045095,2327,2499,2301,3411,785,60558
Astoria,168,149,2010,2011,2011,2011,23491471582,41506887014,4738,5083,5030,5022,2162,166717
Sea Venture Custom,77,27,2001,2003,2003,2002,1575800464,157751543,277,451,293,306,365,27393
Anchorage,31,26,2005,2005,2009,2010,2556906136,3933852771,3808,3377,3732,3856,343,26371
Welcome,310,278,2011,2011,2012,2012,46815875250,81853125370,4608,4775,5234,5305,4552,350259
Sabine,119,113,2010,2010,2014,2014,42269583607,38975759942,2076,3851,5835,4961,4598,288789
Panama City,134,35,2001,2007,2009,2010,2833188905,4233440336,616,3218,2770,2869,386,29613
Tampa,579,230,2003,2007,2006,2009,25596786427,23347393296,910,2584,1177,2198,4561,349582
Point Comfort,102,78,2009,2009,2010,2010,3334433376,4554893494,1895,2773,2498,2447,650,49960
Saint Louis,60,48,2005,2005,2008,2008,3611193714,5637745610,2569,4062,3950,4015,673,51783
Chinook,3,3,2012,2012,2012,2012,103709655,166987487,772,1954,1181,1066,14,1058
Gloucester,361,154,2003,2004,2009,2010,34984433279,35431698124,2078,2911,2930,2804,4781,366586
Nikiski,7,6,2002,2000,2017,2017,1024528528,1917509811,3916,2759,5542,5572,92,7052
Hackberry,47,46,2004,2004,2010,2010,513857434,788380782,1055,1448,1098,1047,182,13813
Linnton,151,105,2008,2009,2013,2013,17899400849,28771775639,4398,4449,3285,4755,1566,120582
Violet,184,171,2010,2010,2010,2011,17975915930,29801867945,2336,3310,3507,3708,2017,155340
Sturgeon Bay,13,11,1972,1972,1976,1976,52239821,96160844,231,548,221,217,25,1865
Gary Harbor,30,9,1972,1973,1973,1973,224698165,441600737,367,475,422,406,50,3717
Detroit,212,101,1993,1995,1995,1993,722857842,1078059409,230,226,248,248,145,10859
San Diego,108,86,2006,2007,2007,2007,33296863253,15393861689,5598,5213,5380,5537,1887,145967
Guttenberg,7,7,2005,2005,2004,2002,270967087,29424191,720,1116,1111,1122,62,4705
Port Newark,203,133,2008,2008,2009,2009,48554607270,52605871054,2257,3952,3529,3529,4847,373860
Sandwich,2,2,2008,2008,2002,2002,62494921,72516437,1259,1259,1346,1346,12,895
Southwest Pass,197,185,2009,2009,2010,2010,18933350745,31843297348,1470,2610,2790,2836,2245,173154
Key West,214,45,1998,2001,2001,2001,5727108204,582278970,386,697,373,383,1409,108448
Ketchikan,413,65,1995,1991,2003,2005,13806964706,1948294169,545,924,568,726,3611,271175
Hilo,17,15,2003,2003,2005,2006,2791642047,358982103,2326,2456,2243,2553,589,45353
Avalon,113,15,1996,2001,2000,2007,2670181672,1014089119,155,7266,353,1103,592,45302
New Orleans,55,55,2006,2006,2008,2008,7247227339,12545015101,2536,3889,4423,4445,756,58280
Port Angeles,140,123,2005,2006,2010,2010,20008072549,32371847047,4320,3968,4559,4674,2142,165021
Pittsburg,23,22,2011,2011,2012,2011,2929444678,5063542700,5418,4348,4079,4051,247,19071
Honolulu,278,149,2003,2002,2003,2003,20367031523,19120647964,3463,3989,3527,3748,4007,306121
Blount Island,273,155,2000,2003,2006,2006,38021185042,29379472859,1251,3616,2855,4777,3826,294314
Destrehan,273,244,2010,2010,2011,2011,26659493730,46117819149,1999,3281,3535,3623,2717,209398
Palm Beach,1249,74,1989,1998,1998,2001,4728654997,4720605422,222,1357,286,687,1570,120129
Fort Pierce,21,12,1980,1982,1984,1983,7795079,4756946,340,502,325,352,16,1228
